name,age,zip
Wilson,54,20240
Anderson,46,42610
Rioux,50,57720
Turner,46,77540
White,56,22160
Huelle,36,57340
Hale,41,25110
Gepner,39,55300
Murphy,60,03140
Moore,52,59281
Atkinson,41,44330
Moore,38,34120
Jolley,31,34620
Jacobs,38,51510
Renken,39,01580
Celaya,36,54260
Ball,38,28500
Oglesby,54,22490
Olson,38,15300
Hawkins,49,73800
Rodriguez,37,46800
Baoloy,43,10100
Weiss,45,20251
Sproule,58,11600
Smith,33,59138
Simmons,35,05300
Becerra,26,97412
Moore,35,98874
Gonzalez,39,01660
Sequra,52,35133
Marshall,49,60890
Juarez,41,10190
Fuller,40,70000
Lewis,57,70230
Adams,58,76570
Toribio,40,16200
Babineaux,43,21500
Miah,44,71800
Mason,30,32380
Dillis,47,58250
Becker,69,91410
Christianson,36,11600
Koch,57,39120
Atkinson,40,80500
Nickerson,56,72330
Boyd,57,77320
Medley,29,71800
Quintanilla,41,43230
Finn,35,76740
Franco,40,80370
Gauze,37,47120
Hammond,45,14770
Suttles,62,51300
Taylor,50,73300
Evans,43,25800
Perkins,43,62860
Fryer,38,60620
Rodriguez,51,74140
Herring,46,04000
Stout,47,14740
Mcgrane,43,47200
Russell,48,71150
Barnes,40,36210
Manning,43,97414
Dumais,45,39570
Williams,51,21340
Cato,35,10120
Shade,52,14540
Harris,47,61150
Waddington,51,64800
Bourg,36,11300
Wilmoth,47,98742
Oliver,48,63120
Ahern,31,62128
Kaur,45,76590
Bollman,37,67370
Meadows,47,14220
